relative_path,category,extension,bytes,sha256,git_blob_sha1,api_blob_sha1,api_bytes,api_match
Notes/22_ProximalGradientDescent_convergenceAnalysis.pdf,Notes,.pdf,2370957,9811d88290cd898656af63925751eb0c9dd38201eb5c845d331be8e38124f483,742694fa085f04b8856656554958b9faecf078fc,742694fa085f04b8856656554958b9faecf078fc,2370957,True
Notes/22a_ProximalGradientDescent_motivation.pdf,Notes,.pdf,2244488,b44ab94fbbcf3890d71ff92eaac1bb82703426ea4754c7945972c2f37c79330b,748efc41e28899d3609fa3a602eadb9efcf479a5,748efc41e28899d3609fa3a602eadb9efcf479a5,2244488,True
Notes/23_NesterovAcceleration_convergenceAnalysis.pdf,Notes,.pdf,1260144,a0ed0bf74952052c250cb7b66547ddb217560358bf7e754cc9111ec1a0a8b551,4a850190cd6e4bc7e27cd0c5d08a5a572f99b42b,4a850190cd6e4bc7e27cd0c5d08a5a572f99b42b,1260144,True
Notes/24_ConvergenceRates.pdf,Notes,.pdf,585099,775db3a5ff6629a313b171c820e9f6de295c427b845b3ed2cd8036cddc5bbd82,a34a1ef2f4cd3f50e1851c93db42b07f68c6ad46,a34a1ef2f4cd3f50e1851c93db42b07f68c6ad46,585099,True
Notes/25_ConjugateGradientMethod.pdf,Notes,.pdf,3909283,7ce48ecbc1656bd60173b0d5f9963653455c413031b5ffa7753498b04577f0b4,e8de9f68eeecb399680e3cabaa31398d4406dd55,e8de9f68eeecb399680e3cabaa31398d4406dd55,3909283,True
Notes/26_QuasiNewtonMethods.pdf,Notes,.pdf,3237686,f48c066dec66a89f285083b3300ddc4e5092c84406705c74576c84328a54ecf5,a8239977316840df3ad078e721393f3426f70969,a8239977316840df3ad078e721393f3426f70969,3237686,True
Notes/28_FindingGradientsByHand.pdf,Notes,.pdf,3039686,3379e166aaf7977c48b4e101efba25e976c32d65e5191b8cd17f287c661df18e,92f1cc627d579131d5eb121f2c3ad272ad24afa8,92f1cc627d579131d5eb121f2c3ad272ad24afa8,3039686,True
Notes/29_AutomaticDifferentiation.pdf,Notes,.pdf,4763099,24d0d9a1391f3a20dc2b48d331de9f54ca1eeb6d479fa6897302ed40e2b94546,e99c76d827f6e7bee5e13ff08b0fc24a6ada605d,e99c76d827f6e7bee5e13ff08b0fc24a6ada605d,4763099,True
Notes/29a_AdjointStateMethod.pdf,Notes,.pdf,7488871,1b8e64a30150390ccccf21a973f5a81d1a6a7423dc6e9a1a5e1b9e5dc0c456cd,04eaee4cf237fc6a8701915b1d1b85169b354984,04eaee4cf237fc6a8701915b1d1b85169b354984,7488871,True
Notes/30_GradientsParameterizedFunctions.pdf,Notes,.pdf,5991306,c3f1d5de2a86cd808314c45c52b94b6448ee884ee5bcc9c92c1474be02083fea,2bb2e013ee715871bd254b602bd65bbcefd2cd56,2bb2e013ee715871bd254b602bd65bbcefd2cd56,5991306,True
Notes/31_NewtonAndIPM.pdf,Notes,.pdf,1742150,31e98cafd450cfe6757d09cd60358d818913195687fb16ad531d6d001d3e1f97,d65e2b8bec6bf6b9cc7174df467863aebccf95f4,d65e2b8bec6bf6b9cc7174df467863aebccf95f4,1742150,True
Notes/32_ADMM_DRS_PrimalDual.pdf,Notes,.pdf,2289643,dd5303b48fe7cefbf96466393324250e7f13d8ee5e408e31eb97094726df4923,515e5766b6b82112d2a381f723c50f2cf4b2da75,515e5766b6b82112d2a381f723c50f2cf4b2da75,2289643,True
Notes/33_LinearPrograms.pdf,Notes,.pdf,8084040,6c48aa1d8d62a5364194a98a66d76a30fbeb281fc6f5da4ab40a6a0ceded249b,b7d30a4e523854e98eac6ccf8a88dd17f8b19d4c,b7d30a4e523854e98eac6ccf8a88dd17f8b19d4c,8084040,True
Notes/34_IntegerLinearPrograms.pdf,Notes,.pdf,4307682,0c122e4125ab205c60002b2ee824b4e74b62955871a7c1194aa33a4dd8c2fcaa,7d00d23d4bb39985b9f35016219b3981906ab7b4,7d00d23d4bb39985b9f35016219b3981906ab7b4,4307682,True
Notes/appendix_notes_01.pdf,Notes,.pdf,2310507,51e51ff8a4e38a233aa5600f268f0f931991d8203d12a0da3cc87e8f73e84475,f79d0bb863bf1ec189c602c20372141d78bc163e,f79d0bb863bf1ec189c602c20372141d78bc163e,2310507,True
Notes/README.md,Notes,.md,164,5e655674619ad615da83036ff80688eb08eb73401b9d2ed1fd48861d7b9ff42c,7e04dd2652571ff4bbe6732cb33d95425e74e2f2,7e04dd2652571ff4bbe6732cb33d95425e74e2f2,164,True
Notes/supplement_convergenceIteratesGradientDescent.pdf,Notes,.pdf,2912005,b4c6b6e7588f415f84a7ea660f8a447eeb6803c5646a45b89c55ded79ff853e4,893a5c6795f950fcf52c4663ec5fd414eaff7547,893a5c6795f950fcf52c4663ec5fd414eaff7547,2912005,True
Notes/supplement_dualityPracticeProblem.pdf,Notes,.pdf,1825121,a74e0341c66ded18ed2b557ee289ca4c8300fb5a424ea0d0411e209f88416df2,19349bac5b9376188bc120d90fc32438fed0cd06,19349bac5b9376188bc120d90fc32438fed0cd06,1825121,True
Notes/supplement_Geometry_Differentiability.pdf,Notes,.pdf,2912006,18cea7adc51308d427e54f85b57ae3fe64e82fc68ae0e6ab087d4b159587221a,3ce4f0b49a9b6561b815364092bd9705fc0aeb87,3ce4f0b49a9b6561b815364092bd9705fc0aeb87,2912006,True
Notes/supplement_LagrangeMultipliersIn2D.pdf,Notes,.pdf,1208402,f8777f6457eb62d7f12ba8d2b12225797da3fc6df9b6ecdfef1a65fd24b07056,34f971e8647fc4d2c123ffe70a3e032bfa03a70a,34f971e8647fc4d2c123ffe70a3e032bfa03a70a,1208402,True
Notes/supplement_Slater_PrimalNotAchieved.pdf,Notes,.pdf,1351369,f97ec6c95e8f088565e29641d7921d0a0e0c0bb9a4f8412b32dbe4b80e56b8ab,636defbb152d3d2eaea79204d73b6dab6efcfa56,636defbb152d3d2eaea79204d73b6dab6efcfa56,1351369,True
Notes/supplement_VariationalInequalities_and_LCP.pdf,Notes,.pdf,2375040,54c3976befc65c40146497447f3aaf43c3f41cd6a338ac9c0b6000ada8addb9d,e0106ed1b50b7f7f65405034b81f6f5c84354487,e0106ed1b50b7f7f65405034b81f6f5c84354487,2375040,True
policies_CU.pdf,policies_CU.pdf,.pdf,114506,56dbbe76ac5d167616498a0c14c615afbf5cfbf3673d2ab7c0f0aa028a8a07a4,0b54571da344feacec70d52b7b2d0c1afaedd6cc,0b54571da344feacec70d52b7b2d0c1afaedd6cc,114506,True
policies.md,policies.md,.md,9140,4a8e5a21cd37cfe95d5bee14112adbea49c225e91982b4d04227b9f557a97723,ecebc293f4ebad90dd8385bb530149dfd8eb4d60,ecebc293f4ebad90dd8385bb530149dfd8eb4d60,9140,True
README.md,README.md,.md,1808,ee308ea012653ff9f3da041e374f70ce83e3b1173e5fabd49a2e5be31b5fbfb1,f3d37bcf292a234d0a534401d4ccd3c4dc796abb,f3d37bcf292a234d0a534401d4ccd3c4dc796abb,1808,True
SlideshowAllPresentations_4720Fall18.pdf,SlideshowAllPresentations_4720Fall18.pdf,.pdf,1995088,7519a2b272a354febde87c0f3cba266d857cacfb3939514203d53833c30b488a,0184a8fa1b0fb5b5ea1cb2942f32a2fe9b483719,0184a8fa1b0fb5b5ea1cb2942f32a2fe9b483719,1995088,True
SlideshowAllPresentations_4720Spr17.pdf,SlideshowAllPresentations_4720Spr17.pdf,.pdf,2705008,11dd4b0f6c2e1212fe4739a1bbe0363214f37085d550788c313115de70a0801d,3922e22bc0b7145837272cb41bfe8ab5a10a11dc,3922e22bc0b7145837272cb41bfe8ab5a10a11dc,2705008,True
SlideshowAllPresentations_5630_Spring21.pdf,SlideshowAllPresentations_5630_Spring21.pdf,.pdf,4259488,26c0a8d7d099d7b51fdc7b82feef4a7881de49f12017a8cf84679b1eb7ca3bc1,495432b2bce85b28c1968d64838e5a69c1d4f332,495432b2bce85b28c1968d64838e5a69c1d4f332,4259488,True
syllabus.md,syllabus.md,.md,35856,a6efc0da39780a8957858652ad5f9f96e608806dd7401ec674253e5351bba611,98bbdbfdb3bc2a1d58abb5044e7c6b8fbd306c8b,98bbdbfdb3bc2a1d58abb5044e7c6b8fbd306c8b,35856,True
TypedNotes/APPM5720Notes.pdf,TypedNotes,.pdf,647897,1b909ea2b0c931e5621696b4ae4e62304c650d9d24ecc1a6245d9d268e9c4a41,1d40bcee8e4862400ba862af6f7faf1468df0ef1,1d40bcee8e4862400ba862af6f7faf1468df0ef1,647897,True
TypedNotes/APPM5720Notes.tex,TypedNotes,.tex,130911,dd2e209a05a6f993ccac3b7c32e464005466b45c93237e96c85da56147466cb8,a13e376974ffdf10a5abde69d67052821024db81,a13e376974ffdf10a5abde69d67052821024db81,130911,True
TypedNotes/lecture_notes_tex/lec_01.tex,TypedNotes,.tex,5889,e97c5a1323c128618c2d9accc040a1dd19391cb89db98cfb33858c52f1b73a82,4e52906208efbd3da4aacaab9aa806b473758290,4e52906208efbd3da4aacaab9aa806b473758290,5889,True
TypedNotes/lecture_notes_tex/lec_02.tex,TypedNotes,.tex,4653,4e104b9b6979bd1ca66cee03889061bcecd8f142832404acde6fb5f188eb5596,6111827d6e7f0abd144ac0bdd0daac46718ce027,6111827d6e7f0abd144ac0bdd0daac46718ce027,4653,True
TypedNotes/lecture_notes_tex/lec_03.tex,TypedNotes,.tex,11006,f71200e82f8612157720d3dddd9bb85a4e0363fde40346744e86eee87b5e6476,df5ceb8a670751248bcda0f603219f7dab2a602f,df5ceb8a670751248bcda0f603219f7dab2a602f,11006,True
TypedNotes/lecture_notes_tex/lec_04.tex,TypedNotes,.tex,8422,146136e13db4dc76e70cf598b2764311368073f96e0d9c150360afd9f458b23a,4224d429e0ada0ea6d9be16a637ae49d1eccad3a,4224d429e0ada0ea6d9be16a637ae49d1eccad3a,8422,True
TypedNotes/lecture_notes_tex/lec_05.tex,TypedNotes,.tex,5302,fae0837f606e189400357e5d231816e445a21bce49de41b67133fe212ab5bb88,64fc6d40336431d7a158d9eba08d19f4d2ead87a,64fc6d40336431d7a158d9eba08d19f4d2ead87a,5302,True
TypedNotes/lecture_notes_tex/lec_06.tex,TypedNotes,.tex,6170,116853138c2d1dac77bb81cd574cf56433e24a50c91195c63ef4e177bf6d3e8f,06e77955fd0f1194e62f69ac46ff23b2ab55a0c9,06e77955fd0f1194e62f69ac46ff23b2ab55a0c9,6170,True
TypedNotes/lecture_notes_tex/lec_07.tex,TypedNotes,.tex,5452,4e17e1da87993abab823ea4a51bb0c7b5787308924223e7579df4f2a14407036,0c6e433c962c09d0c41df079769523b7e3f5e78c,0c6e433c962c09d0c41df079769523b7e3f5e78c,5452,True
TypedNotes/lecture_notes_tex/lec_08.tex,TypedNotes,.tex,3596,165d01a75251997b956e8c3d4421ba5ee84c89a22652999f174d8c85191f7f95,c3e5f65e1dcb14befdd54da37e698364f8176d1c,c3e5f65e1dcb14befdd54da37e698364f8176d1c,3596,True
TypedNotes/lecture_notes_tex/lec_09.tex,TypedNotes,.tex,4456,3f621039f5fa64bdef9d6d7f679e10300bea05ece4f8b98254e72a724d3de007,a4a04e9defa7b6b005ee8148f0a21ea77127af05,a4a04e9defa7b6b005ee8148f0a21ea77127af05,4456,True
TypedNotes/lecture_notes_tex/lec_10.tex,TypedNotes,.tex,4721,30b3a12a86387a9ca3e76de49bb23e2f4a17595ef101b1dc428563315b77c4da,5423155f8e5e011d07b41f178f1e707f7941e5fd,5423155f8e5e011d07b41f178f1e707f7941e5fd,4721,True
TypedNotes/lecture_notes_tex/lec_11.tex,TypedNotes,.tex,5132,3379de59051d7fa1b388804dcce000c18ef2688e23d8a1e6822d10d5ed14aa78,2641cf46223e5560290c86686140ccb93c7ada6e,2641cf46223e5560290c86686140ccb93c7ada6e,5132,True
TypedNotes/lecture_notes_tex/lec_12.tex,TypedNotes,.tex,7591,5ec9b18e86f21c76f5192bceaf179ed538ef01ad18f12cb551e9133eb49da985,d7702a88713a79fed6e71606152db8db078555bd,d7702a88713a79fed6e71606152db8db078555bd,7591,True
TypedNotes/lecture_notes_tex/lec_13.tex,TypedNotes,.tex,6089,4a38ae10fa581f8405c0712959d723e5515b278ee65baba36bbb406990a61f60,0465ec0dde5c6d0fba5c3d2f46e1872efc452f3d,0465ec0dde5c6d0fba5c3d2f46e1872efc452f3d,6089,True
TypedNotes/lecture_notes_tex/lec_14.tex,TypedNotes,.tex,4261,92801f33c303a507965b3a43d83012e5df1806e0fb96d5c93c72a41e74cbaafe,bd6fc5c039cf03e49eb696292f96d8a376036155,bd6fc5c039cf03e49eb696292f96d8a376036155,4261,True
TypedNotes/lecture_notes_tex/lec_15.tex,TypedNotes,.tex,7120,bbb5641debd462d16244a629bea30e62e3a8584e170771671f6ec8570e5e68d4,a51f5ecbdc89aa3654a7bf65288678e59a1b102d,a51f5ecbdc89aa3654a7bf65288678e59a1b102d,7120,True
TypedNotes/lecture_notes_tex/lec_16.tex,TypedNotes,.tex,1869,b414fe00891cfa551cd237d16593d0abe0c8732ef20aff169a82b6a6b323f621,87687b34e2c2f98c2ef0250c739ebfa4e0f3ad80,87687b34e2c2f98c2ef0250c739ebfa4e0f3ad80,1869,True
TypedNotes/lecture_notes_tex/lec_17.tex,TypedNotes,.tex,3285,07cd1eeef7cc4f6be43faf23c4b9af11f091330c21ad16170efc0fa3708816e2,ab3812a4562eee627450f351ea854081990a5413,ab3812a4562eee627450f351ea854081990a5413,3285,True
TypedNotes/lecture_notes_tex/lec_18.tex,TypedNotes,.tex,4019,bcb4c6d0a2431825d2fbc391382265246bb07cc366df281d96306061b8014c77,2d3db4bff5ff630f2a8edd746f8ef6c6c6168516,2d3db4bff5ff630f2a8edd746f8ef6c6c6168516,4019,True
TypedNotes/lecture_notes_tex/lec_19.tex,TypedNotes,.tex,4895,4ca1f6dd14a7d3d33159749ab5b8ae65398d16cd1dc57aa4ecc8ac659f2392bf,7b0a8af3ce20009af15c0ea2ed33191e1dcdd3ab,7b0a8af3ce20009af15c0ea2ed33191e1dcdd3ab,4895,True
TypedNotes/lecture_notes_tex/lec_20.tex,TypedNotes,.tex,3036,0eb6ea8b3276d381d7f87784e5525d5ef07fa6042439e483cf4998b8123da555,8a634332bac41705f087442477671b8963292866,8a634332bac41705f087442477671b8963292866,3036,True
TypedNotes/lecture_notes_tex/lec_21.tex,TypedNotes,.tex,6293,772820a07f210c827dd25676ea304163b7952926d5d1b459d3c6673bc1f0d91e,0a2e5a0780076f75121557fac8e444dc250612fa,0a2e5a0780076f75121557fac8e444dc250612fa,6293,True
TypedNotes/lecture_notes_tex/lec_22.tex,TypedNotes,.tex,5118,2e9af633d8edfe6fee763291bac3b704a102e892448f68fa0dca4883bb291665,357f6e2a69ee590a99dd65fb3ae0865cd958556c,357f6e2a69ee590a99dd65fb3ae0865cd958556c,5118,True
TypedNotes/lecture_notes_tex/lec_23.tex,TypedNotes,.tex,3959,b562a4d46ea356ffb40a49dee563c6fe3e092ee44eef168b5156362868149bc1,767b42624429c6a51c65d3aa7520a29dc13af47d,767b42624429c6a51c65d3aa7520a29dc13af47d,3959,True
TypedNotes/lecture_notes_tex/lec_24.tex,TypedNotes,.tex,4278,7b4131f8d913c4bfdb87398ebb3d961c6e0061d70ab4adf540d01cd4a110581b,4ff488fc70853a04e8238d54d22dfc47158164e0,4ff488fc70853a04e8238d54d22dfc47158164e0,4278,True
TypedNotes/lecture_notes_tex/lec_25.tex,TypedNotes,.tex,3359,022d5a9c6ee5fa886916e8467a35d653c1d347aece64d55ef173b021182d4d60,9e49d3783824cfe3ebfd620b7de5a1f539d67d53,9e49d3783824cfe3ebfd620b7de5a1f539d67d53,3359,True
TypedNotes/lecture_notes_tex/lec_26.tex,TypedNotes,.tex,3630,2e51d2e45327a8a7c0d63c9949027e27e27691550df4a25877cb5b8a4ffeaaf3,1adb6063d1332e1ab158e4144fbe00251c17f7ab,1adb6063d1332e1ab158e4144fbe00251c17f7ab,3630,True
TypedNotes/lecture_notes_tex/lec_27.tex,TypedNotes,.tex,4236,7b19eb0035564a923fe6ce03bc8b25bc4ccb152b79552ca696a7440db4ecc23b,acf0492af69442efd72a0766f603f819aafe1dc9,acf0492af69442efd72a0766f603f819aafe1dc9,4236,True
TypedNotes/lecture_notes_tex/lec_28.tex,TypedNotes,.tex,4390,8e84c7e396bf258e661c62e4f290664921e6bd99058c20f0b09ed60076a5cd58,77e90af8e8dc08007015cde0c18ca25566110af1,77e90af8e8dc08007015cde0c18ca25566110af1,4390,True
TypedNotes/lecture_notes_tex/lec_29.tex,TypedNotes,.tex,2926,0979609270d5738e4caac17b88b7df94c138ead5ff6c8d37f831df4e850ac3fc,a488d2f4e0c574081354ce58db023e6894a3fa8b,a488d2f4e0c574081354ce58db023e6894a3fa8b,2926,True
TypedNotes/lecture_notes_tex/lec_30.tex,TypedNotes,.tex,3895,0987bfe83ab497468f9f961cc264880d9ea8a21f0dbf3b54054cf5930bce68e7,6c0326c24396b655e2ff1bd3e67db0125ac099c0,6c0326c24396b655e2ff1bd3e67db0125ac099c0,3895,True
TypedNotes/lecture_notes_tex/lec_31.tex,TypedNotes,.tex,3924,b6b0e3d0024e7c287117fa1997043b6d8ca49188d7bf58c20d26ac834d238897,4ab667408b8cd51a51724b40df6482c4377662c9,4ab667408b8cd51a51724b40df6482c4377662c9,3924,True
TypedNotes/lecture_notes_tex/lec_32.tex,TypedNotes,.tex,4484,9f5c37e4811c1336496638e027a2847759ede8b9aa58629e570e6c79d5312d00,47d91151b82ecb676373409fd962e99f45569dc4,47d91151b82ecb676373409fd962e99f45569dc4,4484,True
TypedNotes/lecture_notes_tex/lec_33.tex,TypedNotes,.tex,3673,f48506d673e37f89bf3132cedf1e660527f431770cd7e51317e064c8c20be625,96483ef87e18c9e9b30b96ffcaedda1479bcc6c8,96483ef87e18c9e9b30b96ffcaedda1479bcc6c8,3673,True
TypedNotes/lecture_notes_tex/lec_34.tex,TypedNotes,.tex,811,19adfa299f76dcc93f43bf86024552efef66d5bae9ed7117d3e35cb704a3a866,e72adb910362d67be84ae224d37b2c10b463e92c,e72adb910362d67be84ae224d37b2c10b463e92c,811,True
TypedNotes/lecture_notes_tex/lec_35.tex,TypedNotes,.tex,4825,aff5a31e7348b2c45a6fe73aadc68cee89c9520ed890fad82e08d28f0f229401,9877e69c3818b1b2797159223e3b680b6aa6059c,9877e69c3818b1b2797159223e3b680b6aa6059c,4825,True
TypedNotes/lecture_notes_tex/lec_36.tex,TypedNotes,.tex,6073,34a6a382c998f6739244c0b30d8a81d582be1560151b0fe348f27ad339d5d67f,12a100fffa8e1dd145a8c2ac81b118fabb24ec86,12a100fffa8e1dd145a8c2ac81b118fabb24ec86,6073,True
TypedNotes/lecture_notes_tex/lec_37.tex,TypedNotes,.tex,5662,f505315f6bdb13aab3652f779f2bb57d95a74ea23405eb5c1c4e064f8dd4f1f5,821e44545410d385802bb0ecb5409f71c8f82a8d,821e44545410d385802bb0ecb5409f71c8f82a8d,5662,True
TypedNotes/lecture_notes_tex/lec_38.tex,TypedNotes,.tex,4200,9303101309b4620308eb06acb3047a94349fd3a1253a59cd8e0909d811ee80ef,6befe227831c3e4fb87702ee2cf289d819ca7d16,6befe227831c3e4fb87702ee2cf289d819ca7d16,4200,True
TypedNotes/lecture_notes_tex/lec_39.tex,TypedNotes,.tex,2587,c147c1260c5386da31ed0ca161fe246f459085cf516a31d48238b30367388cb6,956f559073b5aa3b58686069eb02c295e2a350dc,956f559073b5aa3b58686069eb02c295e2a350dc,2587,True
TypedNotes/lecture_notes_tex/master.tex,TypedNotes,.tex,823,f0bbe5291ca9c914a184e9d7b0131e5b3cf03f1bae9ab0efd85d09f81616944a,054a3c7d6e1f1dfe6e43a27dae9ed7701cbe8485,054a3c7d6e1f1dfe6e43a27dae9ed7701cbe8485,823,True
TypedNotes/lecture_notes_tex/preamble.tex,TypedNotes,.tex,9463,90811b73784e1f6abda1fec1eeb697c13c60622be1007b5efae93f791bc47d0d,eb6ea353b268825addc7d1db7f80cce81ad52d01,eb6ea353b268825addc7d1db7f80cce81ad52d01,9463,True
TypedNotes/lecture_notes.pdf,TypedNotes,.pdf,1268157,90a4da43396cfb1840ec98d4a13186bbb3af8c4fa7a31a4e47bc986727833d81,b572834104dbf3179f12c5f78f08ede512f8e925,b572834104dbf3179f12c5f78f08ede512f8e925,1268157,True
TypedNotes/notes.sty,TypedNotes,.sty,5636,e56192086a4c85b9aa9e76e32c00776f5ab5fb583e6e9b8ce4348d049100bf35,333827e578e46fc57d71587caeca770150adcf7a,333827e578e46fc57d71587caeca770150adcf7a,5636,True
TypedNotes/README.md,TypedNotes,.md,689,4dac6b1f40c86f26df15694fd548494bd28850895d106bff108e5c75f7cb5d16,094ad1aa5c94e993b64244f30e3e4a2a703ae946,094ad1aa5c94e993b64244f30e3e4a2a703ae946,689,True
utilities/APPM5630_utilities.ipynb,utilities,.ipynb,97645,779a697a16d6e5972720a0856da1612d8922e7c045fd052826f45367db5dd5c9,3d86c40f9b4bdd314901e4678c420b6b55fbecb9,3d86c40f9b4bdd314901e4678c420b6b55fbecb9,97645,True
utilities/firstOrderMethods.py,utilities,.py,34407,90ee97388a2ebf5beada7d8680adbd3a101fa0b5e7aef265be5fd2bdd84d208d,4fca3d9fd8723c215e138929f59e3578e0ae59d0,4fca3d9fd8723c215e138929f59e3578e0ae59d0,34407,True
utilities/fminunc_wrapper_simple.m,utilities,.m,1511,51a598728cf8c670b54649479543b7ba22ee4e34c9317e69d1af78965ce05156,d3a00eb420f465d683460f0b8dc9ac9b7c56e228,d3a00eb420f465d683460f0b8dc9ac9b7c56e228,1511,True
utilities/README.md,utilities,.md,1519,a61d58b08474f7577bb2d91da102d9f333d7003a27fd1b3c7dffeabdb0942866,75b33719380ae8a6a7d716463512d5c7d37dd349,75b33719380ae8a6a7d716463512d5c7d37dd349,1519,True
utilities/secondOrderMethods.py,utilities,.py,5876,b95259cd618c77d88bb2f54b9f9e1bb563fa1985731b6c71d6f2c0f97d26dfc4,c56b1e16c484592a517be79786e1501db1ddf020,c56b1e16c484592a517be79786e1501db1ddf020,5876,True
